,chiller_evap_return_temp_time_step_0,chiller_cond_entry_temp_time_step_0,total_evap_nwk_flowrate_time_step_0,total_cond_nwk_flowrate_time_step_0,sp1_temp_t_inout_time_step_0,sp2_temp_t_inout_time_step_0,ch1_1_evap_m_perc_time_step_0,ch1_1_evap_t_out_time_step_0,ch1_2_evap_m_perc_time_step_0,ch1_2_evap_t_out_time_step_0,ch1_3_evap_m_perc_time_step_0,ch1_3_evap_t_out_time_step_0,ch1_4_evap_m_perc_time_step_0,ch1_4_evap_t_out_time_step_0,ch2_1_evap_m_perc_time_step_0,ch2_1_evap_t_out_time_step_0,ch2_2_evap_m_perc_time_step_0,ch2_2_evap_t_out_time_step_0,ch2_3_evap_m_perc_time_step_0,ch2_3_evap_t_out_time_step_0,ch2_4_evap_m_perc_time_step_0,ch2_4_evap_t_out_time_step_0,gv2_ss_m_perc_time_step_0,gv2_ss_t_in_time_step_0,hsb_ss_m_perc_time_step_0,hsb_ss_t_in_time_step_0,pfa_ss_m_perc_time_step_0,pfa_ss_t_in_time_step_0,cp_nwk_m_perc_time_step_0,cp_nwk_tinout_time_step_0,ch_evap_ret_t_in_time_step_0,ch_e_f_c_mass_flow_time_step_0,sp1_temp_y_time_step_0,sp2_temp_y_time_step_0,ch_evap_ret_y_time_step_0,ch_e_f_c_y_time_step_0,ch1_1_evap_y_time_step_0,ch1_2_evap_y_time_step_0,ch1_3_evap_y_time_step_0,ch1_4_evap_y_time_step_0,ch2_1_evap_y_time_step_0,ch2_2_evap_y_time_step_0,ch2_3_evap_y_time_step_0,ch2_4_evap_y_time_step_0,gv2_ss_y_time_step_0,hsb_ss_y_time_step_0,pfa_ss_y_time_step_0,cp_nwk_y_time_step_0,Obj_Value_time_step_0,chiller_evap_return_temp_time_step_1,chiller_cond_entry_temp_time_step_1,total_evap_nwk_flowrate_time_step_1,total_cond_nwk_flowrate_time_step_1,sp1_temp_t_inout_time_step_1,sp2_temp_t_inout_time_step_1,ch1_1_evap_m_perc_time_step_1,ch1_1_evap_t_out_time_step_1,ch1_2_evap_m_perc_time_step_1,ch1_2_evap_t_out_time_step_1,ch1_3_evap_m_perc_time_step_1,ch1_3_evap_t_out_time_step_1,ch1_4_evap_m_perc_time_step_1,ch1_4_evap_t_out_time_step_1,ch2_1_evap_m_perc_time_step_1,ch2_1_evap_t_out_time_step_1,ch2_2_evap_m_perc_time_step_1,ch2_2_evap_t_out_time_step_1,ch2_3_evap_m_perc_time_step_1,ch2_3_evap_t_out_time_step_1,ch2_4_evap_m_perc_time_step_1,ch2_4_evap_t_out_time_step_1,gv2_ss_m_perc_time_step_1,gv2_ss_t_in_time_step_1,hsb_ss_m_perc_time_step_1,hsb_ss_t_in_time_step_1,pfa_ss_m_perc_time_step_1,pfa_ss_t_in_time_step_1,cp_nwk_m_perc_time_step_1,cp_nwk_tinout_time_step_1,ch_evap_ret_t_in_time_step_1,ch_e_f_c_mass_flow_time_step_1,sp1_temp_y_time_step_1,sp2_temp_y_time_step_1,ch_evap_ret_y_time_step_1,ch_e_f_c_y_time_step_1,ch1_1_evap_y_time_step_1,ch1_2_evap_y_time_step_1,ch1_3_evap_y_time_step_1,ch1_4_evap_y_time_step_1,ch2_1_evap_y_time_step_1,ch2_2_evap_y_time_step_1,ch2_3_evap_y_time_step_1,ch2_4_evap_y_time_step_1,gv2_ss_y_time_step_1,hsb_ss_y_time_step_1,pfa_ss_y_time_step_1,cp_nwk_y_time_step_1,Obj_Value_time_step_1,chiller_evap_return_temp_time_step_2,chiller_cond_entry_temp_time_step_2,total_evap_nwk_flowrate_time_step_2,total_cond_nwk_flowrate_time_step_2,sp1_temp_t_inout_time_step_2,sp2_temp_t_inout_time_step_2,ch1_1_evap_m_perc_time_step_2,ch1_1_evap_t_out_time_step_2,ch1_2_evap_m_perc_time_step_2,ch1_2_evap_t_out_time_step_2,ch1_3_evap_m_perc_time_step_2,ch1_3_evap_t_out_time_step_2,ch1_4_evap_m_perc_time_step_2,ch1_4_evap_t_out_time_step_2,ch2_1_evap_m_perc_time_step_2,ch2_1_evap_t_out_time_step_2,ch2_2_evap_m_perc_time_step_2,ch2_2_evap_t_out_time_step_2,ch2_3_evap_m_perc_time_step_2,ch2_3_evap_t_out_time_step_2,ch2_4_evap_m_perc_time_step_2,ch2_4_evap_t_out_time_step_2,gv2_ss_m_perc_time_step_2,gv2_ss_t_in_time_step_2,hsb_ss_m_perc_time_step_2,hsb_ss_t_in_time_step_2,pfa_ss_m_perc_time_step_2,pfa_ss_t_in_time_step_2,cp_nwk_m_perc_time_step_2,cp_nwk_tinout_time_step_2,ch_evap_ret_t_in_time_step_2,ch_e_f_c_mass_flow_time_step_2,sp1_temp_y_time_step_2,sp2_temp_y_time_step_2,ch_evap_ret_y_time_step_2,ch_e_f_c_y_time_step_2,ch1_1_evap_y_time_step_2,ch1_2_evap_y_time_step_2,ch1_3_evap_y_time_step_2,ch1_4_evap_y_time_step_2,ch2_1_evap_y_time_step_2,ch2_2_evap_y_time_step_2,ch2_3_evap_y_time_step_2,ch2_4_evap_y_time_step_2,gv2_ss_y_time_step_2,hsb_ss_y_time_step_2,pfa_ss_y_time_step_2,cp_nwk_y_time_step_2,Obj_Value_time_step_2,Obj_Value_Overall
0,276.3409090909091,293.03967741935486,1627.86076717962,528.5300936702486,0.07446808510638298,0.10636363636666792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5632559373773198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085106382978723,0.3085106382978723,0.3085106382978723,0.3085106382978723,0.3085106382978723,0.3085106382978723,0.07446808510638298,0.07446808510638298,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,529.7718026693361,276.3409090909091,293.03967741935486,1627.86076717962,528.5300936702486,0.06890228798203268,0.10636363636666792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48704377728694825,0.0,0.0,0.0,0.0,0.26676715986524535,0.26676715986524535,0.2689022879820324,0.26676715986524513,0.33323284013475507,0.2667671598652449,0.13109771201796744,0.06890228798203268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,615.6996725804436,276.3409090909091,293.03967741935486,1627.86076717962,528.5300936702486,0.07446808510638298,0.10636363636666792,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5632559373773246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085106382978723,0.3085106382978723,0.3085106382978723,0.3085106382978723,0.30851063829787234,0.30851063829787234,0.07446808510638298,0.07446808510638298,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,529.7718026693278,1675.243277550635
1,276.34725806451615,291.3318768328446,1626.9572921164863,528.7539175373746,0.0744680851064876,0.10657526883333428,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000024585,0.5616284098161566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308510638298657,0.308510638298657,0.308510638298657,0.308510638298657,0.30851063829865694,0.30851063829865694,0.0744680851064876,0.0744680851064876,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,513.4096807194009,276.2901173020528,293.095366568915,1627.86076717962,528.5300936702486,0.06723698342465553,0.10467057673333405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4752587634869889,0.0,0.0,0.0,0.0,0.26723698342465546,0.25427737568491654,0.25427737568491654,0.25427737568491654,0.3457226243150876,0.2542773756849124,0.13276301657534448,0.06723698342465553,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,616.3582469373372,276.27741935483874,293.63369501466275,1627.7296175736813,528.5300936702486,0.0744680851062784,0.1042473118333343,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999975425,0.5800654916119826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30851063829708814,0.30851063829708814,0.308510638297088,0.308510638297088,0.308510638297088,0.308510638297088,0.0744680851062784,0.0744680851062784,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,488.02748681119374,1617.795414467935
2,276.75359237536657,291.0163049853373,1626.9500060272676,528.809873504156,0.07446808510643528,0.1201197458333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4739768655648451,0.0,0.0,0.0,0.0,0.30851063829826486,0.30851063829826486,0.30851063829826453,0.30851063829826453,0.30851063829826453,0.30851063829826453,0.07446808510643527,0.07446808510643527,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,665.9373365655952,276.29646627565984,297.8475073313783,1627.86076717962,528.657993022892,0.06744514650662227,0.10488220920000041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.47676239160471845,0.0,0.0,0.0,0.0,0.26744514650662304,0.255838598799667,0.344161401200333,0.25583859879966697,0.25583859879966664,0.25583859879966664,0.13255485349337773,0.06744514650662228,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,658.5903856143905,275.46475073313786,293.6708211143695,1627.8389089119637,790.4279993362401,0.06669716025796929,0.07715835776666798,0.0,0.0,0.9999999999987713,0.7612962547251164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3497712980652305,0.2502287019347697,0.25022870193476965,0.25022870193476965,0.2666971602567405,0.25022870193476965,0.13330283974203072,0.06669716025796929,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,182.30066645184644,1506.828388731794
3,276.3726539589443,290.9234897360704,1627.8753393580578,528.2742949649618,0.0744680851256107,0.10742179863333376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5552112820776192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085106384420797,0.3085106384420797,0.30851063823085106,0.30851063823085106,0.308510638230851,0.308510638230851,0.07446808509744682,0.07446808509744682,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,527.6992761353487,276.2901173020528,293.0582404692082,1508.4126205262796,33.71147942153709,0.06427875597909344,0.10467057673333405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43379055831714775,0.0,0.0,0.0,0.0,0.328460095668147,0.232090669843201,0.2679093301567992,0.23209066984320081,0.2679093301567992,0.23209066984320081,0.13572124402090657,0.06427875597909344,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,615.9756124353288,278.3598826979472,289.99533724340176,242.9573589123452,167.94185002079016,0.07446808510638299,0.17366275660000005,0.0,0.0,0.9999999999999998,0.2931299141101338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085106382978724,0.3085106382978724,0.30851063829787206,0.30851063829787206,0.3085106382978724,0.3085106382978724,0.07446808510638299,0.07446808510638299,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,182.6369800765372,1326.3118693391107
4,275.7441055718475,290.15312316715546,1508.237754385028,7.939759863891081,0.06525602103634788,0.08647018573333488,0.0,0.0,0.0,0.0,1.0,0.6007636180309234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3440963365842181,0.23942015777260903,0.2605798422273909,0.2394201577726091,0.2605798422273909,0.2394201577726091,0.13474397896365212,0.0652560210363479,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,267.9850457032951,276.2901173020528,290.7192961876833,1135.9331674817465,530.0728796115097,0.05048142045604905,0.10467057673333405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999982393,0.24038056848488354,0.0,0.0,0.0,0.0,0.17138934657963228,0.12861065342036782,0.27138934905572487,0.1286106534203678,0.3713893465796324,0.1286106534203678,0.18583195778324985,0.050481420456049045,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,598.5878640616653,275.3123753665689,292.4456598240469,1627.787906287432,1054.5721373830313,0.06170068473664665,0.07207917890000128,0.0,0.0,1.0,0.7321391748195183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2872448644751503,0.21275513552484993,0.28724486447515,0.21275513552484987,0.28721095578757505,0.21275513552484993,0.13829931526335335,0.06170068473664666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,174.58313300235508,1041.1560430430043
5,275.6933137829912,290.1345601173021,1515.6404210313494,73.42422841731421,0.06366490000937974,0.08477712610000102,0.0,0.0,0.0,0.0,0.9999999999986804,0.5896059572026062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725132499296519,0.22748675007034808,0.3186384001487564,0.22748675007034808,0.2725132499296519,0.22748675007034808,0.13633509999062027,0.06366490000937974,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,268.3311947072614,276.2901173020528,290.1716862170088,1135.7000126267442,530.120841868751,0.050470519254914165,0.10467057673333405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24022775612061542,0.0,0.0,0.0,0.0,0.27147110558814325,0.12852889441185625,0.17147110558814374,0.12852889441185625,0.3714711055881438,0.12852889441185625,0.1855866832390912,0.05047051925491422,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,593.6709616402695,275.73140762463345,292.43637829912024,1628.2542159974364,1578.4638732294968,0.07434834973577374,0.08604692083333323,1.2280602428640636e-12,-1.4315504493328917e-13,1.0,0.7780729470084362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307612623018303,0.307612623018303,0.307612623018303,0.307612623018303,0.307612623018303,0.307612623018303,0.07716213094631914,0.07434834973577374,1.0,1.0,1.0,1.0,1.0,1.0,9.703988205782339e-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,186.60415234422368,1048.6063087672503
6,275.66791788856307,290.1345601173021,1515.6404210313494,73.42422841731421,0.06283224774708504,0.08393059630000152,0.0,0.0,5.353792063123453e-10,3.26379819721032e-10,0.9999999994633011,0.5830140341716479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27875814189686243,0.2212418581031378,0.2787581418968622,0.2212418581031378,0.3053159639520409,0.22124185810313785,0.13716775225291494,0.06283224774708504,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.081403606636778e-10,0.9999999994672661,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,268.3611109666647,276.2901173020528,290.1716862170088,1135.6854404483065,4.454502504358308,0.050469837860991865,0.10467057673333405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24021820433081076,0.0,0.0,0.0,0.0,0.17147622511478378,0.12852378395743885,0.17147621604256116,0.12852378395743894,0.1714762160425611,0.12852378395743888,0.4855713428018552,0.050469837860991684,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,593.6708763108121,275.6361730205279,293.66153958944284,1628.2833603543118,1841.4249422643363,0.07226123357720436,0.08287243403333378,0.0,0.0,0.9999999999975434,0.7858015129346111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919592518290326,0.2919592518290326,0.2919592518290327,0.2919592518290327,0.2919592518290327,0.2919592518290327,0.12412224451044532,0.07226123357720438,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,182.85010711941382,1044.8820949396386
7,275.26158357771266,290.15312316715546,1515.6331349421305,73.42422841731421,0.04894458904617603,0.07038611926666742,0.0,0.0,0.0,0.0,0.9999999999986803,0.42132474875242887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18291558215367978,0.1170844178463202,0.28291558215368,0.11708441784632023,0.18291558215367984,0.11708441784632026,0.3512532535376407,0.04894458904617602,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,277.65624233538665,276.2901173020528,289.5962316715543,1135.423141236429,6.50089214665278,0.05045756833180587,0.10467057673333405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2400462110128576,0.0,0.0,0.0,0.0,0.17156823751145608,0.1284317624885439,0.17156823751145614,0.12843176248854396,0.37156823531431465,0.128431762488544,0.2852952896662964,0.05045756833180587,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,588.5039055013152,275.6107771260997,293.0675219941349,1627.8097645550883,1841.4329359738767,0.07148471681304416,0.0820259042000013,0.0,0.0,1.0000000000024571,0.78351548906537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28613537609783124,0.28613537609783124,0.29921396461983873,0.28613537609783124,0.28613537609783124,0.28613537609783124,0.12851528318695585,0.07148471681304416,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,178.38184485788452,1044.541992723942
8,275.26158357771266,289.5591055718475,1508.1867517604962,73.42422841731421,0.04883204438241236,0.07038611926666742,0.0,0.0,0.0,0.0,0.9999999999999998,0.41828733407470625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18375966713190728,0.11624033286809271,0.48131271011859755,0.11624033286809263,0.28375966713190737,0.11624033286809271,0.05116795561758764,0.048832044382412364,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,272.52758715434925,276.2393255131965,290.19024926686217,1135.4522855933044,6.4049676321702265,0.04879649188929846,0.1029775171000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999964769,0.2220308674322965,0.0,0.0,0.0,0.0,0.18402631083026164,0.11597368916973835,0.18074386982767288,0.1159736891697385,0.18402631083026164,0.11597368916973835,0.4512035085082807,0.048796491889298105,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,594.0735469646014,275.5853812316716,291.87948680351906,1627.8097645550883,1849.0749222943202,0.07065206455074771,0.08117937439999992,2.4574032907118412e-12,2.0058477536426577e-12,1.0,0.7799753198951478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108710962919897,0.2798904841306077,0.2798904841306078,0.2798904841306078,0.2798904841306078,0.2798904841306078,0.1293479354492523,0.07065206455074771,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,170.8117575756626,1037.413312017117
9,275.9282258064516,290.0510263929619,1433.3513293939925,588.275078773799,0.0701405478533392,0.09260752686666744,0.0,0.0,-2.785369387593954e-12,-6.3075047131861e-13,0.9999999999999949,0.6209652524672817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31803233005046094,0.276054108900044,0.276054108900044,0.276054108900044,0.2760541089000439,0.2760541089000439,0.1298594521466608,0.0701405478533392,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,267.4163841129741,276.02980938416425,290.80282991202347,1881.1398006042527,1048.7926853854576,0.06373209473111564,0.09599364613333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999978735,0.4851358068446365,0.0,0.0,0.0,0.0,0.2720092895166329,0.22799071048336733,0.3197135156957236,0.2279907104833676,0.27200928951663267,0.22799071048336733,0.1362679052688845,0.06373209473111564,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,596.7690522592469,275.7250586510264,291.9908651026393,615.7428277040689,2.368144314362771,0.05724536800699963,0.08583528836666687,0.0,0.0,1.0,0.45545036669999045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22065973994750282,0.1793402600524972,0.22065973994750282,0.1793402600524972,0.21592588811199404,0.1793402600524972,0.3427546319930004,0.05724536800699964,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,173.78101582618382,1037.9664523062822
